Bin Code|Label List Site Key|Label List Description|Label List Zip|Origin Point Site Key|Origin Point Description|Drop Ship Site Key Primary|Drop Ship Site Description Primary|Drop Ship Site Address Primary|Drop Ship Site Csz Primary|Drop Ship Site Note Primary|Shipping Carrier Primary|Shipping Method Primary|Container Type Primary|Label Type Primary|Regional Carrier Hub Primary|Days Of The Week Primary|Scac Primary|Account Id Primary|Bin Code Secondary|Drop Ship Site Key Secondary|Drop Ship Site Description Secondary|Drop Ship Site Address Secondary|Drop Ship Site Csz Secondary|Drop Ship Site Note Secondary|Shipping Carrier Secondary|Shipping Method Secondary|Container Type Secondary|Label Type Secondary|Regional Carrier Hub Secondary|Days Of The Week Secondary|Scac Secondary|Account Id Secondary|Is Aptb|Is Scsc
D60-K-149|4Y28156|ANDOVER MN|55304|KW20787|KANSAS CITY NDC|4Y28156|ANDOVER CARRIER ANNEX|15219 BLUEBIRD ST NW|ANDOVER MN 553049998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-149|4Y28156|ANDOVER CARRIER ANNEX|15219 BLUEBIRD ST NW|ANDOVER MN 553049998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-150|PY25875|MOORHEAD MN|56560|KW20787|KANSAS CITY NDC|PY25875|MOORHEAD|119 5TH ST S|MOORHEAD MN 565609998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-150|PY25875|MOORHEAD|119 5TH ST S|MOORHEAD MN 565609998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-151|PY24737|ANOKA MN|55303|KW20787|KANSAS CITY NDC|PY24737|ANOKA|2168 7TH AVE|ANOKA MN 553031713|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-151|PY24737|ANOKA|2168 7TH AVE|ANOKA MN 553031713|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-152|4017879|MANKATO MN|56001|KW20787|KANSAS CITY NDC|4017879|MANKATO|851 SUMMIT AVE|MANKATO MN 560019970|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-152|4017879|MANKATO|851 SUMMIT AVE|MANKATO MN 560019970|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-153|4012488|ELK RIVER MN|55330|KW20787|KANSAS CITY NDC|4012488|ELK RIVER CARRIER ANNEX|560 3RD ST NW|ELK RIVER MN 553301409|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-153|4012488|ELK RIVER CARRIER ANNEX|560 3RD ST NW|ELK RIVER MN 553301409|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-154|BY25063|MINNEAPOLIS MN|55448|KW20787|KANSAS CITY NDC|BY25063|COON RAPIDS|10250 FOLEY BLVD NW|MINNEAPOLIS MN 554489998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-154|BY25063|COON RAPIDS|10250 FOLEY BLVD NW|MINNEAPOLIS MN 554489998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-155|4007608|BAXTER MN|56425|KW20787|KANSAS CITY NDC|4007608|BAXTER CARRIER ANNEX|7757 COLLEGE RD STE 100|BAXTER MN 564256100|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-155|4007608|BAXTER CARRIER ANNEX|7757 COLLEGE RD STE 100|BAXTER MN 564256100|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-156|BY24936|BURNSVILLE MN|55337|KW20787|KANSAS CITY NDC|BY24936|BURNSVILLE|13800 NICOLLET BLVD|BURNSVILLE MN 553379929|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-156|BY24936|BURNSVILLE|13800 NICOLLET BLVD|BURNSVILLE MN 553379929|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-157|BY25172|EAGAN MN|55121|KW20787|KANSAS CITY NDC|BY25172|EAGAN|3145 LEXINGTON AVE S|EAGAN MN 551214201|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-157|BY25172|EAGAN|3145 LEXINGTON AVE S|EAGAN MN 551214201|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-158|PY25162|DULUTH MN|55806|KW20787|KANSAS CITY NDC|PY25162|DULUTH|2800 W MICHIGAN ST|DULUTH MN 558061742|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-158|PY25162|DULUTH|2800 W MICHIGAN ST|DULUTH MN 558061742|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-K-159|PY26242|SAINT CLOUD MN|56301|KW20787|KANSAS CITY NDC|PY26242|SAINT CLOUD|915 2ND ST N|SAINT CLOUD MN 563019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-K-159|PY26242|SAINT CLOUD|915 2ND ST N|SAINT CLOUD MN 563019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-164|PW17717|ROLLA MO|65401|KW20787|KANSAS CITY NDC|PW17717|ROLLA|501 W 8TH ST|ROLLA MO 654019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-164|PW17717|ROLLA|501 W 8TH ST|ROLLA MO 654019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-169|PW18588|WAYNESVILLE MO|65583|KW20787|KANSAS CITY NDC|PW18588|WAYNESVILLE|301 NORTH ST|WAYNESVILLE MO 655839998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-169|PW18588|WAYNESVILLE|301 NORTH ST|WAYNESVILLE MO 655839998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-170|PW16781|HOLTS SUMMIT MO|65043|KW20787|KANSAS CITY NDC|PW16781|HOLTS SUMMIT|357 S SUMMIT DR|HOLTS SUMMIT MO 650439998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-170|PW16781|HOLTS SUMMIT|357 S SUMMIT DR|HOLTS SUMMIT MO 650439998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-171|PX15719|MAYFIELD KY|42066|KW20787|KANSAS CITY NDC|PX15719|MAYFIELD|225 W BROADWAY|MAYFIELD KY 420669998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-171|PX15719|MAYFIELD|225 W BROADWAY|MAYFIELD KY 420669998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-172|PX14311|BENTON KY|42025|KW20787|KANSAS CITY NDC|PX14311|BENTON|219 W 5TH ST|BENTON KY 420259998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-172|PX14311|BENTON|219 W 5TH ST|BENTON KY 420259998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-173|PX15293|HENDERSON KY|42420|KW20787|KANSAS CITY NDC|PX15293|HENDERSON|100 1ST ST|HENDERSON KY 424209998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-173|PX15293|HENDERSON|100 1ST ST|HENDERSON KY 424209998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-174|4004266|PADUCAH KY|42001|KW20787|KANSAS CITY NDC|4004266|PADUCAH CARRIER ANNEX|3550 PARK PLAZA RD|PADUCAH KY 420019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-174|4004266|PADUCAH CARRIER ANNEX|3550 PARK PLAZA RD|PADUCAH KY 420019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-175|PW17862|SALEM MO|65560|KW20787|KANSAS CITY NDC|PW17862|SALEM|303 N JACKSON ST|SALEM MO 655609998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-175|PW17862|SALEM|303 N JACKSON ST|SALEM MO 655609998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-176|SX12728|EVANSVILLE IN|47715|KW20787|KANSAS CITY NDC|SX12728|LAWNDALE|802 S GREEN RIVER RD|EVANSVILLE IN 477159998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-176|SX12728|LAWNDALE|802 S GREEN RIVER RD|EVANSVILLE IN 477159998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-177|SX13436|EVANSVILLE IN|47714|KW20787|KANSAS CITY NDC|SX13436|RIVER CITY|1915 WASHINGTON AVE|EVANSVILLE IN 477149998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-177|SX13436|RIVER CITY|1915 WASHINGTON AVE|EVANSVILLE IN 477149998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-178|SX14029|EVANSVILLE IN|47712|KW20787|KANSAS CITY NDC|SX14029|WEST WABASH|801 N WABASH AVE|EVANSVILLE IN 477129998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-178|SX14029|WEST WABASH|801 N WABASH AVE|EVANSVILLE IN 477129998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-179|SX12042|EVANSVILLE IN|47710|KW20787|KANSAS CITY NDC|SX12042|DIAMOND VALLEY|600 CROSS VALLEY CIR|EVANSVILLE IN 477109998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-179|SX12042|DIAMOND VALLEY|600 CROSS VALLEY CIR|EVANSVILLE IN 477109998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-180|PX15982|OWENSBORO KY|42301|KW20787|KANSAS CITY NDC|PX15982|OWENSBORO|54 BON HARBOR HLS|OWENSBORO KY 423019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-180|PX15982|OWENSBORO|54 BON HARBOR HLS|OWENSBORO KY 423019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-181|SW22495|OKLAHOMA CITY OK|73129|KW20787|KANSAS CITY NDC|SW22495|SOUTHEAST OKLAHOMA CITY|4801 S I 35 SERVICE RD|OKLAHOMA CITY OK 731299998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-181|SW22495|SOUTHEAST OKLAHOMA CITY|4801 S I 35 SERVICE RD|OKLAHOMA CITY OK 731299998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-182|PW21950|CLAREMORE OK|74017|KW20787|KANSAS CITY NDC|PW21950|CLAREMORE|400 W 9TH ST|CLAREMORE OK 740179998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-182|PW21950|CLAREMORE|400 W 9TH ST|CLAREMORE OK 740179998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-183|PW22657|YUKON OK|73099|KW20787|KANSAS CITY NDC|PW22657|YUKON|900 GARTH BROOKS BLVD|YUKON OK 730999998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-183|PW22657|YUKON|900 GARTH BROOKS BLVD|YUKON OK 730999998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-184|PW22468|SEMINOLE OK|74868|KW20787|KANSAS CITY NDC|PW22468|SEMINOLE|120 E OAK AVE|SEMINOLE OK 748689998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-184|PW22468|SEMINOLE|120 E OAK AVE|SEMINOLE OK 748689998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-185|SW1A422|OMAHA NE|68124|KW20787|KANSAS CITY NDC|SW1A422|WEST OMAHA|8451 W CENTER RD|OMAHA NE 681243135|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-185|SW1A422|WEST OMAHA|8451 W CENTER RD|OMAHA NE 681243135|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-186|PW19493|BEATRICE NE|68310|KW20787|KANSAS CITY NDC|PW19493|BEATRICE|425 N 6TH ST|BEATRICE NE 683109998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-186|PW19493|BEATRICE|425 N 6TH ST|BEATRICE NE 683109998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-187|PW1A065|NORFOLK NE|68701|KW20787|KANSAS CITY NDC|PW1A065|NORFOLK|1100 S PINE INDUSTRIAL RD|NORFOLK NE 687019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-187|PW1A065|NORFOLK|1100 S PINE INDUSTRIAL RD|NORFOLK NE 687019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-188|SW21143|OLATHE KS|66062|KW20787|KANSAS CITY NDC|SW21143|OLATHE EAST|15050 W 138TH ST|OLATHE KS 660629998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-188|SW21143|OLATHE EAST|15050 W 138TH ST|OLATHE KS 660629998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-L-189|PW19620|COLUMBUS NE|68601|KW20787|KANSAS CITY NDC|PW19620|COLUMBUS|1555 24TH AVE|COLUMBUS NE 686019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-L-189|PW19620|COLUMBUS|1555 24TH AVE|COLUMBUS NE 686019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-190|PW1A228|SCOTTSBLUFF NE|69361|KW20787|KANSAS CITY NDC|PW1A228|SCOTTSBLUFF|112 W 20TH ST|SCOTTSBLUFF NE 693619998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-190|PW1A228|SCOTTSBLUFF|112 W 20TH ST|SCOTTSBLUFF NE 693619998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-191|SW19617|LINCOLN NE|68506|KW20787|KANSAS CITY NDC|SW19617|COLLEGE VIEW|5100 VAN DORN ST|LINCOLN NE 685069998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-191|SW19617|COLLEGE VIEW|5100 VAN DORN ST|LINCOLN NE 685069998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-192|PW19755|FREMONT NE|68025|KW20787|KANSAS CITY NDC|PW19755|FREMONT|348 E 6TH ST|FREMONT NE 680259998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-192|PW19755|FREMONT|348 E 6TH ST|FREMONT NE 680259998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-193|SW19877|LINCOLN NE|68502|KW20787|KANSAS CITY NDC|SW19877|INDIAN VILLAGE|1201 CALVERT ST|LINCOLN NE 685029998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-193|SW19877|INDIAN VILLAGE|1201 CALVERT ST|LINCOLN NE 685029998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-194|PW19895|KEARNEY NE|68847|KW20787|KANSAS CITY NDC|PW19895|KEARNEY|2401 E AVE|KEARNEY NE 688479998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-194|PW19895|KEARNEY|2401 E AVE|KEARNEY NE 688479998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-195|4W1C019|LINCOLN NE|68516|KW20787|KANSAS CITY NDC|4W1C019|CHENEY RIDGE ANNEX|5301 RED ROCK LN|LINCOLN NE 685169998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-195|4W1C019|CHENEY RIDGE ANNEX|5301 RED ROCK LN|LINCOLN NE 685169998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-196|PW1A072|NORTH PLATTE NE|69101|KW20787|KANSAS CITY NDC|PW1A072|NORTH PLATTE|1302 INDUSTRIAL AVE|NORTH PLATTE NE 691019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-196|PW1A072|NORTH PLATTE|1302 INDUSTRIAL AVE|NORTH PLATTE NE 691019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-197|PW19933|LINCOLN NE|68501|KW20787|KANSAS CITY NDC|PW19933|LINCOLN|700 R ST|LINCOLN NE 685019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-197|PW19933|LINCOLN|700 R ST|LINCOLN NE 685019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-198|PW19824|HASTINGS NE|68901|KW20787|KANSAS CITY NDC|PW19824|HASTINGS|300 N KANSAS AVE|HASTINGS NE 689019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-198|PW19824|HASTINGS|300 N KANSAS AVE|HASTINGS NE 689019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-199|4W1C096|OMAHA NE|68137|KW20787|KANSAS CITY NDC|4W1C096|STONEYRIDGE|5720 S 142ND ST|OMAHA NE 681372891|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-199|4W1C096|STONEYRIDGE|5720 S 142ND ST|OMAHA NE 681372891|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-200|BW1A113|PAPILLION NE|68046|KW20787|KANSAS CITY NDC|BW1A113|PAPILLION|909 N ADAMS ST|PAPILLION NE 680469998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-200|BW1A113|PAPILLION|909 N ADAMS ST|PAPILLION NE 680469998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-201|PW1B174|STURGIS SD|57785|KW20787|KANSAS CITY NDC|PW1B174|STURGIS|820 KINSHIP RD|STURGIS SD 577859998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-201|PW1B174|STURGIS|820 KINSHIP RD|STURGIS SD 577859998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-202|PW1B248|WATERTOWN SD|57201|KW20787|KANSAS CITY NDC|PW1B248|WATERTOWN|405 E KEMP AVE|WATERTOWN SD 572019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-202|PW1B248|WATERTOWN|405 E KEMP AVE|WATERTOWN SD 572019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-203|PW1B118|SPEARFISH SD|57783|KW20787|KANSAS CITY NDC|PW1B118|SPEARFISH|120 YANKEE ST|SPEARFISH SD 577839998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-203|PW1B118|SPEARFISH|120 YANKEE ST|SPEARFISH SD 577839998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-204|PW1A461|ABERDEEN SD|57401|KW20787|KANSAS CITY NDC|PW1A461|ABERDEEN|1202 S 5TH ST|ABERDEEN SD 574019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-204|PW1A461|ABERDEEN|1202 S 5TH ST|ABERDEEN SD 574019998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-205|PW19789|GRAND ISLAND NE|68803|KW20787|KANSAS CITY NDC|PW19789|GRAND ISLAND|3835 W OLD POTASH HWY|GRAND ISLAND NE 688034909|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-205|PW19789|GRAND ISLAND|3835 W OLD POTASH HWY|GRAND ISLAND NE 688034909|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-206|4000013|LINCOLN NE|68504|KW20787|KANSAS CITY NDC|4000013|NORTHVIEW ANNEX|3120 BAIR AVE|LINCOLN NE 685041015|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-206|4000013|NORTHVIEW ANNEX|3120 BAIR AVE|LINCOLN NE 685041015|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-207|PW1A785|HOT SPRINGS SD|57747|KW20787|KANSAS CITY NDC|PW1A785|HOT SPRINGS|146 N CHICAGO ST|HOT SPRINGS SD 577479998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-207|PW1A785|HOT SPRINGS|146 N CHICAGO ST|HOT SPRINGS SD 577479998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-208|4W1C629|SIOUX FALLS SD|57106|KW20787|KANSAS CITY NDC|4W1C629|SOUTHWEST CARRIER ANNEX|4709 S TECHNOPOLIS DR|SIOUX FALLS SD 571064227|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-208|4W1C629|SOUTHWEST CARRIER ANNEX|4709 S TECHNOPOLIS DR|SIOUX FALLS SD 571064227|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-M-209|PW1B109|SIOUX FALLS SD|57104|KW20787|KANSAS CITY NDC|PW1B109|SIOUX FALLS|320 S 2ND AVE|SIOUX FALLS SD 571047500|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-M-209|PW1B109|SIOUX FALLS|320 S 2ND AVE|SIOUX FALLS SD 571047500|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-N-210|PW16405|ELDON MO|65026|KW20787|KANSAS CITY NDC|PW16405|ELDON|202 E 1ST ST|ELDON MO 650269998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-N-210|PW16405|ELDON|202 E 1ST ST|ELDON MO 650269998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
D60-N-211|PW17283|MOBERLY MO|65270|KW20787|KANSAS CITY NDC|PW17283|MOBERLY|121 JOHNSON ST|MOBERLY MO 652709998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||Monday-Friday|USPS||D60-N-211|PW17283|MOBERLY|121 JOHNSON ST|MOBERLY MO 652709998|OPEN AND DISTRIBUTE AT:|USPS|PMOD_BAG|BAG|PMOD_BAG||As Needed|USPS||false|true
